TIME(10ms),JKA01\JKA01\CTEC_ATAG0@Out.Val(1#核功率),JKA02\JKA01\CTEC_ATAG0@Out.Val(2#核功率),N00\JEG\CTEC_ATAG0@Out.Val(1#一回路压力),N00\JEG\CTEC_ATAG1@Out.Val(2#一回路压力),N00\HEC01\CTEC_ATAG0@Out.Val(1#一回路流量),N20\HEC02\CTEC_ATAG0@Out.Val(2#一回路流量),N00\HEC01\CTEC_ATAG3@Out.Val(1#氦风机转速),N20\HEC02\CTEC_ATAG3@Out.Val(2#氦风机转速),N00\HEC01\CTEC_ATAG1@Out.Val(1#热氦温度),N20\HEC02\CTEC_ATAG1@Out.Val(2#热氦温度),N00\HEC01\CTEC_ATAG2@Out.Val(1#冷氦温度),N20\HEC02\CTEC_ATAG2@Out.Val(2#冷氦温度),N00\HEC01\CTEC_ATAG5@Out.Val(1#热功率),N20\HEC02\CTEC_ATAG5@Out.Val(2#热功率),T00\LBA002\CTEC_ATAG0@Out.Val(1#SG出口温度),T00\LBA003\CTEC_ATAG0@Out.Val(2#SG出口温度),T00\LBA002\1LBA10CP801A@Out.Val(1#SG出口压力),T00\LBA003\2LBA10CP801A@Out.Val(2#SG出口压力),T00\LBA002\1LAB10CF001@Out.Val(1#给水流量),T00\LBA003\2LAB10CF001@Out.Val(2#给水流量),T00\LAB001\CTEC_ATAG23@Out.Val(1#给水温度),T00\LAB001\CTEC_ATAG25@Out.Val(2#给水温度),T00\LBA001\CTEC_ATAG10@Out.Val(蒸汽母管温度),T00\LBA001\CTEC_ATAG9@Out.Val(蒸汽母管压力),T00\LBA001\CTEC_ATAG26@Out.Val(主蒸汽流量),E00\GEN\CTEC_ATAG0@Out.Val(发电机功率),E00\GEN\CTEC_ATAG1@Out.Val(汽轮机转速)
53908,0.5255877,186.0009,7.810337,7.012674,0,130.0314,0,3886.097,500.5648,557.7411,254.9786,265.904,0,202.2636,242.3689,528.0409,10.90477,11.67253,0,77.22875,87.26791,167.4095,527.9532,11.64299,72.63719,83.67292,3000
53945,0.5205872,186.001,7.810116,7.012723,0,130.0319,0,3886.105,500.5353,557.7448,254.9786,265.9058,0,201.9652,241.2593,528.045,10.90258,11.67512,0,77.04321,87.0071,167.3596,527.9564,11.64513,72.63366,83.64516,3000
53978,0.5181064,186.0008,7.809897,7.01278,0,130.0307,0,3886.065,500.5059,557.7467,254.9786,265.9073,0,202.1268,240.1552,528.0484,10.90038,11.67731,0,77.16827,86.74759,167.3091,527.96,11.64734,72.57984,83.61916,3000
54007,0.5132111,186.0006,7.809702,7.012825,0,130.0181,0,3886.042,500.4759,557.7485,254.9786,265.9089,0,202.1018,239.2759,528.0513,10.89861,11.67913,0,76.97409,86.54091,167.2705,527.9631,11.64916,72.55558,83.55679,3000
54040,0.5107732,186.0003,7.809288,7.012933,0,130.0281,0,3886.126,500.4175,557.7504,254.9769,265.9098,0,202.1637,237.9636,528.0546,10.89597,11.68162,0,76.86662,86.23244,167.2131,527.9671,11.65169,72.48701,83.50922,3000
54073,0.505935,186.0003,7.809067,7.012986,0,130.0288,0,3886.11,500.3891,557.7537,254.9769,265.9103,0,202.2064,236.876,528.0563,10.89376,11.68348,0,76.79347,85.97679,167.166,527.9694,11.65357,72.46611,83.48167,3000
54106,0.5035347,186.0002,7.808872,7.013037,0,130.0233,0,3886.085,500.3602,557.7554,254.9769,265.9096,0,202.2599,235.7938,528.0585,10.89155,11.68517,0,76.68406,85.72241,167.1194,527.973,11.65582,72.38141,83.42863,3000
54139,0.4987982,186.0002,7.808679,7.013085,0,130.0314,0,3886.11,500.3316,557.7571,254.9751,265.9083,0,202.2526,234.9319,528.0618,10.88978,11.68747,0,76.90705,85.51983,167.0814,527.9761,11.65765,72.35534,83.35244,3000
54174,0.4964392,186,7.808462,7.013144,0,130.035,0,3886.06,500.3041,557.7588,254.9751,265.9065,0,202.0006,234.0735,528.0637,10.88801,11.68908,0,76.86631,85.31805,167.0443,527.9783,11.65929,72.36304,83.35168,3000
54207,0.4917575,185.9998,7.808054,7.013235,0,130.0344,0,3885.99,500.249,557.7604,254.9751,265.9046,0,202.2293,232.7923,528.0699,10.88535,11.69227,0,77.17512,85.01691,166.9876,527.985,11.66258,72.25829,83.25047,3000
54240,0.4894348,185.9999,7.807863,7.013278,0,130.0321,0,3885.996,500.2214,557.7639,254.9734,265.9,0,202.2166,231.7305,528.0772,10.88314,11.69532,0,77.18772,84.76732,166.9417,527.9922,11.66569,72.26434,83.24169,3000
54273,0.4848512,186,7.80765,7.013337,0,130.029,0,3885.957,500.1949,557.7654,254.9734,265.8979,0,201.9501,230.4633,528.0928,10.88047,11.70048,0,77.16791,84.46947,166.888,528.0087,11.67123,72.28631,83.24481,3000
54306,0.4825684,185.9999,7.807436,7.013383,0,130.0299,0,3885.95,500.1685,557.767,254.9734,265.8965,0,202.1488,229.4131,528.1203,10.87825,11.70827,0,77.16218,84.22263,166.8441,528.0375,11.67938,72.36273,83.27477,3000
54339,0.4802958,185.9999,7.807246,7.013429,0,130.0181,0,3885.937,500.1416,557.7689,254.9734,265.8952,0,202.2516,228.3681,528.1445,10.87603,11.71523,0,77.01736,83.97701,166.8016,528.0616,11.68643,72.53323,83.32677,3000
54372,0.4757897,186,7.806845,7.013534,0,130.0333,0,3886.003,500.0893,557.772,254.9716,265.8942,0,202.2725,227.3284,528.164,10.8738,11.72078,0,76.97235,83.73261,166.7596,528.0793,11.69198,72.7328,83.43593,3000
54405,0.4713536,185.9999,7.806633,7.013583,0,130.0332,0,3885.944,500.064,557.7736,254.9716,265.8952,0,202.243,226.2938,528.1807,10.87157,11.72532,0,77.0471,83.48944,166.7176,528.0927,11.69648,72.92674,83.63332,3000
54438,0.469144,185.9996,7.806445,7.013623,0,130.0371,0,3885.896,500.0383,557.7751,254.9716,265.8965,0,201.9424,225.2644,528.1927,10.86934,11.72832,0,77.01149,83.24748,166.6762,528.1028,11.70014,73.07632,83.75753,3000
54471,0.4647588,185.9994,7.80626,7.013662,0,130.0347,0,3885.824,500.0126,557.7767,254.9698,265.898,0,202.0769,224.0359,528.2142,10.86666,11.7331,0,77.20367,82.95872,166.6264,528.1142,11.70417,73.20927,83.81834,3000
54505,0.4626034,185.9993,7.805844,7.013739,0,130.0172,0,3885.785,499.9648,557.7784,254.9698,265.8996,0,202.192,223.0178,528.2319,10.86443,11.73666,0,77.42682,82.71941,166.585,528.1254,11.7077,73.2888,83.96429,3000
54536,0.4604415,185.9995,7.805662,7.013796,0,130.0223,0,3885.898,499.9406,557.7801,254.9698,265.9005,0,202.1044,222.0047,528.2516,10.86219,11.74044,0,77.46494,82.48129,166.545,528.1382,11.71145,73.36485,84.02235,3000
54572,0.4561503,185.9994,7.805494,7.013847,0,130.0216,0,3885.942,499.9168,557.783,254.968,265.9017,0,201.7848,220.7957,528.2764,10.8595,11.745,0,77.30997,82.19712,166.4996,528.155,11.71598,73.44532,84.07775,3000
54601,0.4540211,185.9991,7.8053,7.013888,0,130.0204,0,3885.979,499.8942,557.7844,254.968,265.9016,0,201.7886,219.7938,528.2976,10.85726,11.74881,0,77.07238,81.96161,166.4638,528.1702,11.71975,73.51471,84.11708,3000
54634,0.4498003,185.9996,7.805105,7.013935,0,130.0115,0,3886.017,499.8719,557.7858,254.968,265.901,0,201.7923,218.3994,528.325,10.85412,11.75369,0,77.18903,81.63387,166.4129,528.1912,11.72459,73.61485,84.25854,3000
54671,0.4477257,185.9995,7.80478,7.014059,0,130.012,0,3886.119,499.8263,557.7873,254.9662,265.9002,0,201.5691,217.4095,528.3425,10.85187,11.75677,0,77.23134,81.40117,166.3772,528.205,11.72763,73.69066,84.31744,3000
54704,0.4435715,185.9992,7.804593,7.014129,0,130.0142,0,3886.193,499.8045,557.7886,254.9662,265.8997,0,201.8202,216.228,528.363,10.84917,11.76051,0,76.9905,81.12345,166.3371,528.2229,11.73136,73.75692,84.37626,3000
54735,0.4415101,185.9991,7.804406,7.014198,0,130.0187,0,3886.348,499.783,557.7913,254.9663,265.9001,0,202.0397,215.2488,528.3792,10.84692,11.76363,0,77.02567,80.89331,166.3035,528.2382,11.73446,73.80536,84.48045,3000
54764,0.4374418,185.9989,7.804245,7.014283,0,130.0307,0,3886.313,499.7607,557.7922,254.9663,265.9005,0,201.9677,214.2745,528.3949,10.84466,11.76671,0,77.26526,80.66431,166.2692,528.2537,11.73752,73.84833,84.52576,3000
54803,0.4354154,185.9982,7.804086,7.014356,0,130.0343,0,3886.186,499.7385,557.7933,254.9645,265.9007,0,201.8954,213.3051,528.4102,10.84241,11.76988,0,77.4248,80.43646,166.2355,528.2697,11.74067,73.87482,84.55219,3000
54835,0.433398,185.9987,7.803901,7.014415,0,130.0343,0,3886.054,499.7171,557.7942,254.9645,265.8994,0,201.8727,212.3405,528.4256,10.84015,11.77323,0,77.18896,80.20974,166.2047,528.2863,11.74403,73.88718,84.59942,3000
54869,0.4293973,185.9986,7.803549,7.01453,0,130.0295,0,3885.949,499.6737,557.7953,254.9645,265.8969,0,201.8672,211.1894,528.443,10.83743,11.77721,0,77.28679,79.93916,166.1675,528.306,11.74799,73.92233,84.63538,3000
54902,0.4274327,185.9987,7.803385,7.014592,0,130.021,0,3885.906,499.6518,557.7973,254.9627,265.8907,0,201.9022,210.0451,528.4584,10.83472,11.781,0,77.33831,79.6702,166.1312,528.3246,11.75175,73.97578,84.67877,3000
54931,0.4234961,185.9988,7.803194,7.014655,0,130.018,0,3885.939,499.6305,557.7985,254.9627,265.8875,0,201.9351,209.0968,528.468,10.83245,11.78345,0,77.10968,79.4473,166.1036,528.3391,11.75478,74.01801,84.76099,3000
54963,0.4215426,185.9986,7.803001,7.014718,0,130.0178,0,3885.988,499.6092,557.7994,254.9627,265.8846,0,201.977,208.5301,528.4766,10.83109,11.78581,0,76.90909,79.31409,166.0879,528.3474,11.75654,74.03476,84.7863,3000
54999,0.4196013,185.9983,7.802829,7.014781,0,130.0192,0,3886.026,499.5873,557.8003,254.9627,265.8822,0,202.0123,207.2144,528.4901,10.82791,11.78978,0,76.9073,79.00483,166.0502,528.3655,11.76051,74.03181,84.81104,3000
55033,0.4157478,185.9988,7.80246,7.014907,0,130.0222,0,3886.043,499.5442,557.8012,254.9609,265.8802,0,202.0559,206.0939,528.4991,10.82518,11.79291,0,77.04971,78.74146,166.0174,528.3793,11.76364,74.05432,84.84008,3000
55065,0.4138356,185.9982,7.802258,7.014968,0,130.029,0,3885.992,499.523,557.8027,254.9609,265.8767,0,202.1315,205.1653,528.5055,10.82291,11.79543,0,77.02702,78.5232,165.9912,528.3897,11.76616,74.07312,84.86375,3000
55098,0.4100614,185.9986,7.80208,7.015028,0,130.0317,0,3885.931,499.5012,557.8035,254.9609,265.8745,0,202.1687,204.2413,528.5118,10.82063,11.79809,0,77.17489,78.30602,165.9649,528.4,11.76882,74.04812,84.87965,3000
55131,0.4081815,185.9982,7.801901,7.015083,0,130.0334,0,3885.858,499.4794,557.8043,254.9592,265.8721,0,202.1827,202.9555,528.5187,10.81744,11.80122,0,77.17855,78.00379,165.9298,528.4133,11.77244,74.08592,84.91801,3000
55164,0.4044498,185.9986,7.801488,7.015183,0,130.0345,0,3885.786,499.4379,557.8051,254.9592,265.8691,0,202.2148,202.0426,528.525,10.81516,11.80438,0,77.19762,77.7892,165.9059,528.4222,11.77508,74.09373,84.94125,3000
55198,0.4025979,185.998,7.801305,7.015229,0,130.0337,0,3885.671,499.4165,557.8063,254.9592,265.8616,0,202.2323,201.1342,528.5304,10.81289,11.80712,0,76.93845,77.57568,165.8841,528.4311,11.77782,74.08985,84.94027,3000
55230,0.3989429,185.9984,7.801125,7.015273,0,130.033,0,3885.631,499.3959,557.807,254.9574,265.8578,0,202.2242,200.2304,528.5347,10.81062,11.80968,0,76.93915,77.36324,165.8623,528.4386,11.78037,74.10727,84.97617,3000
55263,0.3971221,185.9979,7.800917,7.015314,0,130.032,0,3885.603,499.3763,557.8077,254.9574,265.8544,0,202.2353,199.1517,528.539,10.80791,11.81277,0,76.78455,77.1097,165.8373,528.4471,11.78348,74.07932,84.96072,3000
55297,0.3935077,185.9984,7.800545,7.015391,0,130.031,0,3885.588,499.337,557.8082,254.9574,265.8517,0,202.2347,197.9014,528.5414,10.80475,11.81595,0,76.81229,76.81582,165.8083,528.4542,11.78666,74.09081,84.97975,3000
55329,0.3917139,185.9977,7.800375,7.015429,0,130.0312,0,3885.573,499.3174,557.8093,254.9556,265.8485,0,202.2567,197.0137,528.5426,10.80249,11.8181,0,76.97022,76.60716,165.7871,528.4583,11.78881,74.09408,84.98605,3000
55362,0.3881736,185.9981,7.800183,7.015466,0,130.0323,0,3885.565,499.299,557.8098,254.9556,265.8472,0,202.2728,196.1304,528.5438,10.80024,11.8203,0,77.00691,76.39954,165.7667,528.4622,11.79101,74.07126,85.00323,3000
55396,0.3864099,185.9977,7.799993,7.015502,0,130.0329,0,3885.547,499.2808,557.8104,254.9556,265.8456,0,202.2644,195.0763,528.5464,10.79755,11.82326,0,77.41325,76.15177,165.7409,528.4677,11.794,74.04613,84.99184,3000
55429,0.3829085,185.9982,7.799673,7.015569,0,130.034,0,3885.526,499.2434,557.8109,254.9538,265.8435,0,202.2624,194.2027,528.5494,10.79531,11.82596,0,77.37446,75.94643,165.7213,528.4726,11.79668,74.0372,84.96523,3000
55462,0.3811708,185.9982,7.799489,7.0156,0,130.0333,0,3885.479,499.2256,557.8115,254.9538,265.8382,0,202.2457,193.1601,528.5537,10.79263,11.82927,0,77.43041,75.70137,165.6989,528.4785,11.79998,74.05146,84.98458,3000
55495,0.377741,185.998,7.799306,7.015631,0,130.0328,0,3885.464,499.2079,557.812,254.9537,265.8354,0,202.2344,192.1237,528.5588,10.78995,11.83275,0,77.26622,75.45778,165.6785,528.4846,11.80345,74.04713,84.99818,3000
55528,0.3743311,185.9976,7.799148,7.015663,0,130.032,0,3885.454,499.1897,557.8121,254.9537,265.8326,0,202.2386,191.2648,528.5626,10.78771,11.83557,0,77.07898,75.25589,165.6628,528.4896,11.80626,74.06353,84.9926,3000
55560,0.3726403,185.998,7.79881,7.015728,0,130.0314,0,3885.451,499.154,557.8124,254.9519,265.8304,0,202.2416,190.2398,528.5657,10.78502,11.83864,0,76.98024,75.01496,165.6442,528.4937,11.80931,74.09597,85.02624,3000
55594,0.3709729,185.9975,7.798625,7.015761,0,130.032,0,3885.45,499.1366,557.8125,254.9519,265.8289,0,202.2448,189.221,528.5671,10.78233,11.841,0,76.90816,74.77547,165.6259,528.4967,11.81213,74.08688,85.0453,3000
55627,0.3676342,185.9977,7.798464,7.015794,0,130.0334,0,3885.43,499.1185,557.8127,254.9519,265.8272,0,202.2471,188.3765,528.5684,10.78008,11.84373,0,77.15293,74.57699,165.6096,528.4985,11.81439,74.0968,85.03798,3000
55660,0.3659787,185.9973,7.798303,7.015825,0,130.0337,0,3885.411,499.1004,557.8129,254.9501,265.8265,0,202.2579,187.5363,528.57,10.77783,11.84615,0,77.1123,74.3795,165.5946,528.5012,11.81685,74.04978,85.03669,3000
55693,0.362692,185.9978,7.798117,7.015854,0,130.0338,0,3885.392,499.0831,557.8129,254.9501,265.8257,0,202.2611,186.7003,528.572,10.77558,11.84868,0,76.99831,74.18301,165.5807,528.5037,11.81937,74.0372,84.9982,3000
55727,0.3610665,185.9979,7.797761,7.015912,0,130.0341,0,3885.374,499.0478,557.8129,254.9501,265.8243,0,202.2645,185.5369,528.5743,10.77243,11.85202,0,77.1229,73.90955,165.5605,528.5065,11.82272,74.04214,85.01189,3000
55760,0.3578412,185.9977,7.797595,7.015939,0,130.0331,0,3885.343,499.0298,557.813,254.9483,265.8177,0,202.284,184.7109,528.5756,10.77017,11.85393,0,77.14754,73.71539,165.5469,528.5085,11.82514,74.02856,84.99998,3000
55788,0.3562371,185.9979,7.797402,7.015966,0,130.0333,0,3885.335,499.0125,557.8132,254.9483,265.8129,0,202.2886,183.889,528.5779,10.76792,11.85643,0,76.97137,73.52221,165.5351,528.5112,11.82767,73.99352,84.99091,3000
55828,0.3546397,185.998,7.797206,7.015994,0,130.0338,0,3885.325,498.9953,557.8131,254.9483,265.8077,0,202.2859,183.0712,528.5806,10.76566,11.85933,0,76.68495,73.32999,165.5242,528.5129,11.83004,73.98233,84.96201,3000
55856,0.3514869,185.9981,7.797033,7.016021,0,130.0341,0,3885.311,498.9775,557.813,254.9483,265.8027,0,202.287,182.0952,528.5817,10.76294,11.86147,0,76.61395,73.10058,165.5105,528.5139,11.83261,73.94893,84.94524,3000
55888,0.349916,185.9978,7.796664,7.016074,0,130.0342,0,3885.294,498.9429,557.8131,254.9465,265.7981,0,202.2933,181.4478,528.582,10.76113,11.86341,0,76.73679,72.9484,165.5008,528.5138,11.83415,73.94392,84.93806,3000
55925,0.3467972,185.9977,7.796466,7.016101,0,130.0348,0,3885.263,498.9261,557.8131,254.9465,265.7901,0,202.3222,180.4815,528.5832,10.75841,11.86584,0,76.76472,72.72128,165.4867,528.5143,11.83661,73.87704,84.91808,3000
55954,0.3452491,185.9975,7.79629,7.016127,0,130.0357,0,3885.245,498.9087,557.813,254.9465,265.7864,0,202.3093,179.6807,528.585,10.75615,11.86798,0,76.87813,72.53307,165.4746,528.5156,11.83879,73.81483,84.85311,3000
55990,0.3421935,185.997,7.796117,7.016152,0,130.0365,0,3885.221,498.8914,557.8128,254.9447,265.7827,0,202.3093,178.7251,528.5881,10.75342,11.87061,0,77.03487,72.30843,165.4601,528.5173,11.84142,73.78949,84.82749,3000
56025,0.3406711,185.9975,7.795718,7.016197,0,130.0352,0,3885.194,498.8586,557.8129,254.9447,265.7788,0,202.3164,177.933,528.5917,10.75115,11.87292,0,76.96422,72.12227,165.4494,528.5192,11.84375,73.76176,84.81207,3000
56054,0.3376484,185.9971,7.795543,7.016219,0,130.0347,0,3885.18,498.8417,557.8129,254.9447,265.7747,0,202.3167,176.9878,528.5972,10.74842,11.87578,0,77.12871,71.90009,165.4359,528.5223,11.84662,73.74734,84.76868,3000
56087,0.336148,185.9975,7.79537,7.016242,0,130.0343,0,3885.162,498.8251,557.8129,254.9429,265.766,0,202.2999,176.2045,528.6027,10.74614,11.87824,0,77.10079,71.71596,165.4252,528.5256,11.84908,73.73589,84.74736,3000
56121,0.3331866,185.9969,7.795173,7.016263,0,130.0338,0,3885.155,498.8092,557.8129,254.9429,265.762,0,202.3014,175.2696,528.6085,10.7434,11.88072,0,77.09016,71.49622,165.4133,528.5297,11.85205,73.72621,84.75083,3000
56155,0.331711,185.9975,7.794976,7.016285,0,130.0338,0,3885.152,498.7935,557.8127,254.9429,265.7587,0,202.2987,174.6494,528.6152,10.74158,11.88323,0,76.96293,71.35045,165.4062,528.533,11.85407,73.71185,84.7244,3000
56191,0.3287951,185.9971,7.794803,7.016308,0,130.0343,0,3885.146,498.7772,557.8126,254.9429,265.7563,0,202.2947,173.7239,528.6238,10.73884,11.88632,0,77.15022,71.1329,165.394,528.5386,11.85719,73.68339,84.71188,3000
56224,0.327341,185.9975,7.79444,7.016353,0,130.0345,0,3885.136,498.7457,557.8124,254.9411,265.7546,0,202.286,173.4168,528.6313,10.73655,11.88896,0,77.35764,70.9526,165.383,528.5441,11.85982,73.67165,84.67141,3000
56257,0.3244563,185.997,7.794245,7.016375,0,130.0343,0,3885.111,498.7304,557.812,254.9411,265.752,0,202.2907,173.4171,528.6397,10.73426,11.89169,0,77.33188,70.7732,165.3734,528.5503,11.86254,73.6527,84.65279,3000
56289,0.3230258,185.9975,7.794075,7.016396,0,130.0338,0,3885.101,498.7147,557.8118,254.9411,265.7507,0,202.296,173.4174,528.6501,10.73151,11.89497,0,77.37525,70.5591,165.3622,528.558,11.86582,73.66383,84.66149,3000
56323,0.3201991,185.997,7.793907,7.016418,0,130.0343,0,3885.095,498.6992,557.8115,254.9393,265.7492,0,202.2919,173.4178,528.6611,10.72876,11.89834,0,77.40998,70.34629,165.3511,528.5665,11.86916,73.66479,84.63914,3000
56355,0.3187894,185.9973,7.793715,7.01644,0,130.0343,0,3885.084,498.6843,557.8109,254.9393,265.7471,0,202.2949,173.418,528.6683,10.72693,11.90054,0,77.29963,70.20512,165.3448,528.5722,11.87136,73.67834,84.65142,3000
56389,0.3173882,185.9969,7.793356,7.016482,0,130.0339,0,3885.073,498.6544,557.8105,254.9393,265.7441,0,202.2983,173.4182,528.6757,10.72509,11.9028,0,77.03174,70.06451,165.3398,528.5786,11.87363,73.65072,84.62839,3000
56421,0.314606,185.9975,7.793191,7.016503,0,130.0345,0,3885.057,498.6393,557.8097,254.9374,265.7368,0,202.3028,173.4185,528.6848,10.72279,11.90558,0,76.89548,69.88953,165.3329,528.5864,11.87643,73.61075,84.62024,3000
56503,0.3091403,185.997,7.792645,7.016568,0,130.035,0,3885.017,498.596,557.808,254.9374,265.7248,0,202.35,173.4193,528.703,10.71681,11.91168,0,76.93013,69.43869,165.3127,528.6027,11.88252,73.60902,84.59739,3000
56532,0.3077874,185.9962,7.792483,7.016589,0,130.0366,0,3885.002,498.5819,557.8074,254.9356,265.7199,0,202.3616,173.4196,528.7114,10.71404,11.9145,0,76.96638,69.23258,165.3033,528.6105,11.88537,73.5587,84.55231,3000
56632,0.2959508,185.9963,7.791336,7.01671,0,130.038,0,3884.828,498.4901,557.8025,254.9336,265.6701,0,202.3951,173.268,528.7612,10.69924,11.93017,0,77.28085,68.15397,165.2538,528.657,11.90106,73.45141,84.4437,3000
56733,0.2959508,185.9959,7.791195,7.016725,0,130.038,0,3884.828,498.4772,557.8025,254.9318,265.6701,0,202.3951,173.2681,528.7647,10.69832,11.93121,0,77.26182,68.08769,165.2509,528.6602,11.9021,73.4522,84.41249,3000
56828,0.2896044,185.997,7.790724,7.016766,0,130.0375,0,3884.77,498.4398,557.7994,254.9318,265.6493,0,202.4069,173.269,528.7902,10.69135,11.93891,0,77.41901,67.59485,165.2292,528.6844,11.90979,73.42954,84.36913,3000
56836,0.2896044,185.9967,7.790584,7.016778,0,130.0375,0,3884.77,498.427,557.7994,254.9299,265.6493,0,202.4069,173.2692,528.7953,10.68995,11.94043,0,77.43164,67.49716,165.2247,528.6893,11.9113,73.44202,84.36913,3000
56860,0.2883528,185.9967,7.790584,7.016778,0,130.0379,0,3884.758,498.427,557.7987,254.9299,265.6446,0,202.4116,173.2693,528.8006,10.68856,11.94199,0,77.41672,67.39977,165.2205,528.6945,11.91286,73.4356,84.37498,3000
56897,0.2858672,185.9968,7.790249,7.016802,0,130.0379,0,3884.744,498.4021,557.7979,254.9299,265.6396,0,202.4237,173.2697,528.8112,10.68576,11.94522,0,77.4202,67.20586,165.2122,528.7052,11.91608,73.43266,84.34781,3000
56931,0.2846453,185.9967,7.790101,7.016813,0,130.039,0,3884.714,498.3892,557.7961,254.9299,265.6286,0,202.4388,173.2701,528.8215,10.68296,11.94836,0,77.56701,67.01311,165.2034,528.7153,11.9192,73.43941,84.35404,3000
56964,0.2821975,185.9964,7.789953,7.016823,0,130.0392,0,3884.693,498.3763,557.7955,254.928,265.6229,0,202.4383,173.2704,528.8301,10.68063,11.95103,0,77.49512,66.85337,165.1966,528.7241,11.92186,73.43513,84.35466,3000
56997,0.2809835,185.996,7.789779,7.016833,0,130.0399,0,3884.672,498.3638,557.7947,254.928,265.617,0,202.4504,173.1174,528.8389,10.67783,11.95381,0,77.67268,66.66273,165.1879,528.735,11.92519,73.43636,84.34403,3000
57095,0.2761976,185.9959,7.789116,7.01687,0,130.0406,0,3884.602,498.3132,557.7925,254.9262,265.5982,0,202.4712,173.1183,528.8631,10.67081,11.96236,0,77.11346,66.1911,165.1725,528.7604,11.93315,73.44672,84.32364,3000
57099,0.2750129,185.9966,7.789116,7.01687,0,130.0405,0,3884.578,498.3132,557.7916,254.9262,265.5916,0,202.4891,173.1183,528.8641,10.67034,11.96281,0,77.13832,66.15991,165.1714,528.7617,11.9336,73.45063,84.32364,3000
57129,0.2738352,185.9963,7.788933,7.016879,0,130.0406,0,3884.558,498.301,557.7906,254.9262,265.5847,0,202.5102,173.1186,528.8692,10.66799,11.96511,0,76.95038,66.00443,165.1665,528.7686,11.93591,73.41582,84.33152,3000
57162,0.2680433,185.9963,7.788107,7.016909,0,130.0441,0,3884.452,498.2405,557.787,254.9243,265.552,0,202.5737,173.1198,528.8843,10.6586,11.97385,0,77.21583,65.39022,165.1414,528.7916,11.94473,73.26311,84.2167,3000
57424,0.2590688,185.9956,7.787177,7.016914,0,130.0451,0,3884.26,498.1741,557.7795,254.9205,265.4816,0,202.6216,173.1214,528.9072,10.64585,11.98662,0,76.9392,64.58028,165.1107,528.8204,11.95759,73.09977,84.04452,3000
57434,0.2579713,185.9962,7.787177,7.016914,0,130.0451,0,3884.26,498.1636,557.7795,254.9205,265.4816,0,202.6216,173.1216,528.9092,10.64491,11.98764,0,76.93588,64.52115,165.1086,528.8227,11.95862,73.07752,84.0022,3000
57890,0.2371669,185.996,7.784548,7.016838,0,130.047,0,3883.971,497.9927,557.7599,254.913,265.3668,0,202.65,172.9727,528.9942,10.61061,12.02298,0,77.27779,62.46938,165.0172,528.9011,11.99407,72.76366,83.5713,3000
57981,0.2332409,185.9957,7.783892,7.016812,0,130.0457,0,3883.893,497.9511,557.7538,254.9111,265.3366,0,202.6716,172.8207,529.0174,10.60246,12.03168,0,77.16399,62.00612,164.9948,528.9233,12.00273,72.7417,83.52142,3000
57984,0.2332409,185.9957,7.783892,7.016812,0,130.0457,0,3883.893,497.9511,557.7538,254.9111,265.3366,0,202.6716,172.8207,529.0174,10.60246,12.03168,0,77.16399,62.00612,164.9948,528.9233,12.00273,72.7417,83.52142,3000
58018,0.2322709,185.9954,7.783741,7.016806,0,130.0456,0,3883.881,497.9407,557.7523,254.9111,265.3279,0,202.6772,172.821,529.0243,10.60007,12.03421,0,77.21543,61.87137,164.9885,528.9297,12.00527,72.72965,83.51473,3000
58051,0.2303558,185.9959,7.783592,7.016799,0,130.0461,0,3883.869,497.9304,557.7507,254.9092,265.3192,0,202.6734,172.8214,529.032,10.59721,12.03722,0,76.95671,61.71054,164.982,528.9377,12.00829,72.6877,83.47575,3000
58084,0.2294012,185.9952,7.783418,7.016792,0,130.0466,0,3883.853,497.9206,557.7491,254.9092,265.3108,0,202.6801,172.8216,529.0374,10.5953,12.03929,0,77.07979,61.60386,164.9765,528.9432,12.01039,72.64478,83.43786,3000
58116,0.2275049,185.9959,7.783096,7.016776,0,130.0466,0,3883.832,497.9008,557.7472,254.9092,265.3027,0,202.6943,172.8219,529.0434,10.59293,12.04179,0,77.03655,61.47111,164.9701,528.9498,12.01291,72.60354,83.39772,3000
58149,0.2265632,185.9954,7.782949,7.016768,0,130.0478,0,3883.791,497.8909,557.7437,254.9074,265.2876,0,202.7135,172.8222,529.0485,10.59056,12.04413,0,76.95026,61.33903,164.9639,528.9556,12.01525,72.58924,83.37038,3000
58184,0.2210309,185.9961,7.782148,7.016709,0,130.0487,0,3883.693,497.8433,557.7363,254.9055,265.252,0,202.7524,172.8234,529.0695,10.58103,12.05362,0,77.0302,60.81723,164.9355,528.9786,12.02481,72.43261,83.24173,3000
58279,0.2210309,185.9961,7.782148,7.016709,0,130.0487,0,3883.693,497.8433,557.7363,254.9055,265.252,0,202.7524,172.8235,529.0707,10.58055,12.05412,0,77.01091,60.79141,164.9342,528.9799,12.02531,72.43246,83.18764,3000
58317,0.2192167,185.996,7.781979,7.016694,0,130.0485,0,3883.647,497.8341,557.7324,254.9054,265.2317,0,202.7634,172.8238,529.0774,10.57768,12.05701,0,77.07006,60.63705,164.9255,528.9868,12.0282,72.42146,83.17542,3000
